Study,SampleName,location,age_months,lifestyle,study_accession,BioSample,NCBI_SampleName,SRA
Stewart2018,SRR7577344,Sweden,11.40041068,Industrialized,,,,
Stewart2018,SRR7577360,Colorado (US),8.147843943,Industrialized,,,,
Stewart2018,SRR7577370,Finland,4.369609856,Industrialized,,,,
Stewart2018,SRR7577371,Finland,10.25051335,Industrialized,,,,
Stewart2018,SRR7577376,Germany,12.09034908,Industrialized,,,,
Stewart2018,SRR7577381,Sweden,16.16427105,Industrialized,,,,
Stewart2018,SRR7577391,Finland,5.026694045,Industrialized,,,,
Stewart2018,SRR7577404,Sweden,3.745379877,Industrialized,,,,
Stewart2018,SRR7577430,Finland,4.073921971,Industrialized,,,,
Stewart2018,SRR7577437,Finland,8.673511294,Industrialized,,,,
Stewart2018,SRR7577511,Georgia (US),17.67556468,Industrialized,,,,
Stewart2018,SRR7577561,Sweden,21.28952772,Industrialized,,,,
Stewart2018,SRR7577570,Washington,3.909650924,Industrialized,,,,
Stewart2018,SRR7577577,Finland,15.77002053,Industrialized,,,,
Stewart2018,SRR7577579,Colorado (US),27.26899384,Industrialized,,,,
Stewart2018,SRR7577586,Colorado (US),25.13347023,Industrialized,,,,
Stewart2018,SRR7577599,Sweden,17.7412731,Industrialized,,,,
Stewart2018,SRR7577603,Sweden,8.114989733,Industrialized,,,,
Stewart2018,SRR7577606,Finland,3.811088296,Industrialized,,,,
Stewart2018,SRR7577647,Colorado (US),11.17043121,Industrialized,,,,
Stewart2018,SRR7577699,Finland,29.14168378,Industrialized,,,,
Stewart2018,SRR7577715,Georgia (US),6.012320329,Industrialized,,,,
Stewart2018,SRR7577766,Colorado (US),17.97125257,Industrialized,,,,
Stewart2018,SRR7577788,Colorado (US),14.2587269,Industrialized,,,,
Stewart2018,SRR7577809,Finland,7.09650924,Industrialized,,,,
Stewart2018,SRR7577846,Sweden,5.815195072,Industrialized,,,,
Stewart2018,SRR7577848,Sweden,6.50513347,Industrialized,,,,
Stewart2018,SRR7577856,Colorado (US),23.32648871,Industrialized,,,,
Stewart2018,SRR7577863,Sweden,10.48049281,Industrialized,,,,
Stewart2018,SRR7577885,Washington,20.23819302,Industrialized,,,,
Stewart2018,SRR7577913,Finland,27.8275154,Industrialized,,,,
Stewart2018,SRR7577916,Finland,25.0349076,Industrialized,,,,
Stewart2018,SRR7577930,Finland,3.383983573,Industrialized,,,,
Stewart2018,SRR7577955,Germany,16.32854209,Industrialized,,,,
Stewart2018,SRR7577983,Colorado (US),4.303901437,Industrialized,,,,
Stewart2018,SRR7578031,Georgia (US),11.43326489,Industrialized,,,,
Stewart2018,SRR7578033,Colorado (US),25.10061602,Industrialized,,,,
Stewart2018,SRR7578049,Sweden,13.50308008,Industrialized,,,,
Stewart2018,SRR7578062,Germany,4.435318275,Industrialized,,,,
Stewart2018,SRR7578093,Germany,16.95277207,Industrialized,,,,
Stewart2018,SRR7578119,Finland,9.790554415,Industrialized,,,,
Stewart2018,SRR7578123,Sweden,3.219712526,Industrialized,,,,
Stewart2018,SRR7578127,Finland,6.735112936,Industrialized,,,,
Stewart2018,SRR7578158,Sweden,14.22587269,Industrialized,,,,
Stewart2018,SRR7578204,Sweden,5.782340862,Industrialized,,,,
Stewart2018,SRR7578212,Sweden,8.180698152,Industrialized,,,,
Stewart2018,SRR7578219,Finland,4.993839836,Industrialized,,,,
Stewart2018,SRR7578222,Germany,13.17453799,Industrialized,,,,
Stewart2018,SRR7578229,Sweden,3.909650924,Industrialized,,,,
Stewart2018,SRR7578231,Sweden,10.15195072,Industrialized,,,,
Stewart2018,SRR7578240,Sweden,6.110882957,Industrialized,,,,
Stewart2018,SRR7578247,Sweden,11.23613963,Industrialized,,,,
Stewart2018,SRR7578250,Finland,30.45585216,Industrialized,,,,
Stewart2018,SRR7578279,Finland,8.31211499,Industrialized,,,,
Stewart2018,SRR7578317,Sweden,3.679671458,Industrialized,,,,
Stewart2018,SRR7578326,Finland,12.1889117,Industrialized,,,,
Stewart2018,SRR7578367,Washington,3.843942505,Industrialized,,,,
Stewart2018,SRR7578377,Colorado (US),15.21149897,Industrialized,,,,
Stewart2018,SRR7578407,Washington,23.72073922,Industrialized,,,,
Stewart2018,SRR7578439,Finland,4.041067762,Industrialized,,,,
Stewart2018,SRR7578454,Washington,8.016427105,Industrialized,,,,
Stewart2018,SRR7578461,Sweden,34.39835729,Industrialized,,,,
Stewart2018,SRR7578474,Germany,32.91991786,Industrialized,,,,
Stewart2018,SRR7578483,Sweden,16.49281314,Industrialized,,,,
Stewart2018,SRR7578512,Germany,14.68583162,Industrialized,,,,
Stewart2018,SRR7578534,Colorado (US),9.133470226,Industrialized,,,,
Stewart2018,SRR7578547,Sweden,16.49281314,Industrialized,,,,
Stewart2018,SRR7578607,Georgia (US),17.7412731,Industrialized,,,,
Stewart2018,SRR7578621,Finland,21.12525667,Industrialized,,,,
Stewart2018,SRR7578627,Sweden,11.03901437,Industrialized,,,,
Stewart2018,SRR7578647,Colorado (US),34.00410678,Industrialized,,,,
Stewart2018,SRR7578651,Sweden,7.950718686,Industrialized,,,,
Stewart2018,SRR7578655,Finland,20.23819302,Industrialized,,,,
Stewart2018,SRR7578658,Georgia (US),8.049281314,Industrialized,,,,
Stewart2018,SRR7578663,Finland,3.909650924,Industrialized,,,,
Stewart2018,SRR7578698,Colorado (US),3.975359343,Industrialized,,,,
Stewart2018,SRR7578721,Finland,24.27926078,Industrialized,,,,
Stewart2018,SRR7578725,Sweden,17.18275154,Industrialized,,,,
Stewart2018,SRR7578744,Germany,16.26283368,Industrialized,,,,
Stewart2018,SRR7578776,Colorado (US),13.43737166,Industrialized,,,,
Stewart2018,SRR7578797,Colorado (US),9.199178645,Industrialized,,,,
Stewart2018,SRR7578799,Finland,9.100616016,Industrialized,,,,
Stewart2018,SRR7578801,Finland,34.13552361,Industrialized,,,,
Stewart2018,SRR7578822,Germany,18.0698152,Industrialized,,,,
Stewart2018,SRR7578843,Washington,28.25462012,Industrialized,,,,
Stewart2018,SRR7578853,Georgia (US),20.79671458,Industrialized,,,,
Stewart2018,SRR7578880,Georgia (US),31.57289528,Industrialized,,,,
Stewart2018,SRR7578901,Germany,24.87063655,Industrialized,,,,
Stewart2018,SRR7578931,Finland,6.176591376,Industrialized,,,,
Stewart2018,SRR7578949,Washington,12.02464066,Industrialized,,,,
Stewart2018,SRR7578959,Sweden,29.96303901,Industrialized,,,,
Stewart2018,SRR7579000,Finland,4.1724846,Industrialized,,,,
Stewart2018,SRR7579034,Sweden,22.50513347,Industrialized,,,,
Stewart2018,SRR7579049,Georgia (US),13.40451745,Industrialized,,,,
Stewart2018,SRR7579052,Sweden,13.5687885,Industrialized,,,,
Stewart2018,SRR7579064,Finland,33.87268994,Industrialized,,,,
Stewart2018,SRR7579066,Finland,21.48665298,Industrialized,,,,
Stewart2018,SRR7579068,Germany,16.03285421,Industrialized,,,,
Stewart2018,SRR7579069,Sweden,18.20123203,Industrialized,,,,
Stewart2018,SRR7579070,Georgia (US),15.17864476,Industrialized,,,,
Stewart2018,SRR7579074,Sweden,31.17864476,Industrialized,,,,
Stewart2018,SRR7579076,Colorado (US),8.180698152,Industrialized,,,,
Stewart2018,SRR7579094,Germany,4.829568789,Industrialized,,,,
Stewart2018,SRR7579100,Germany,12.97741273,Industrialized,,,,
Stewart2018,SRR7579120,Sweden,11.00616016,Industrialized,,,,
Stewart2018,SRR7579155,Finland,16.59137577,Industrialized,,,,
Stewart2018,SRR7579163,Sweden,15.70431211,Industrialized,,,,
Stewart2018,SRR7579164,Sweden,19.05544148,Industrialized,,,,
Stewart2018,SRR7579194,Colorado (US),4.829568789,Industrialized,,,,
Stewart2018,SRR7579197,Colorado (US),23.88501027,Industrialized,,,,
Stewart2018,SRR7579224,Sweden,9.067761807,Industrialized,,,,
Stewart2018,SRR7579248,Sweden,19.97535934,Industrialized,,,,
Stewart2018,SRR7579255,Finland,13.9301848,Industrialized,,,,
Stewart2018,SRR7579288,Sweden,16.98562628,Industrialized,,,,
Stewart2018,SRR7579289,Sweden,32.49281314,Industrialized,,,,
Stewart2018,SRR7579292,Sweden,4.928131417,Industrialized,,,,
Stewart2018,SRR7579315,Washington,10.02053388,Industrialized,,,,
Stewart2018,SRR7579332,Finland,9.396303901,Industrialized,,,,
Stewart2018,SRR7579346,Washington,3.909650924,Industrialized,,,,
Stewart2018,SRR7579366,Sweden,14.91581109,Industrialized,,,,
Stewart2018,SRR7579410,Washington,6.308008214,Industrialized,,,,
Stewart2018,SRR7579424,Finland,27.92607803,Industrialized,,,,
Stewart2018,SRR7579476,Sweden,8.082135524,Industrialized,,,,
Stewart2018,SRR7579494,Sweden,33.11704312,Industrialized,,,,
Stewart2018,SRR7579498,Sweden,4.960985626,Industrialized,,,,
Stewart2018,SRR7579508,Colorado (US),9.199178645,Industrialized,,,,
Stewart2018,SRR7579520,Sweden,4.862422998,Industrialized,,,,
Stewart2018,SRR7579528,Finland,8.90349076,Industrialized,,,,
Stewart2018,SRR7579536,Finland,16.39425051,Industrialized,,,,
Stewart2018,SRR7579553,Georgia (US),4.76386037,Industrialized,,,,
Stewart2018,SRR7579575,Washington,8.542094456,Industrialized,,,,
Stewart2018,SRR7579581,Finland,5.519507187,Industrialized,,,,
Stewart2018,SRR7579589,Finland,7.950718686,Industrialized,,,,
Stewart2018,SRR7579597,Sweden,6.275154004,Industrialized,,,,
Stewart2018,SRR7579620,Germany,8.969199179,Industrialized,,,,
Stewart2018,SRR7579623,Georgia (US),11.03901437,Industrialized,,,,
Stewart2018,SRR7579626,Finland,19.31827515,Industrialized,,,,
Stewart2018,SRR7579629,Colorado (US),26.97330595,Industrialized,,,,
Stewart2018,SRR7579648,Finland,10.7761807,Industrialized,,,,
Stewart2018,SRR7579661,Washington,14.2587269,Industrialized,,,,
Stewart2018,SRR7579689,Washington,9.724845996,Industrialized,,,,
Stewart2018,SRR7579738,Finland,4.599589322,Industrialized,,,,
Stewart2018,SRR7579751,Finland,14.19301848,Industrialized,,,,
Stewart2018,SRR7579865,Sweden,9.264887064,Industrialized,,,,
Stewart2018,SRR7579869,Sweden,4.960985626,Industrialized,,,,
Stewart2018,SRR7579907,Germany,3.646817248,Industrialized,,,,
Stewart2018,SRR7579918,Sweden,4.928131417,Industrialized,,,,
Stewart2018,SRR7579919,Georgia (US),20.33675565,Industrialized,,,,
Stewart2018,SRR7579923,Colorado (US),9.034907598,Industrialized,,,,
Stewart2018,SRR7579931,Finland,15.6386037,Industrialized,,,,
Stewart2018,SRR7579953,Sweden,3.712525667,Industrialized,,,,
Stewart2018,SRR7579959,Sweden,11.23613963,Industrialized,,,,
Stewart2018,SRR7579977,Georgia (US),10.34907598,Industrialized,,,,
Stewart2018,SRR7580000,Sweden,10.51334702,Industrialized,,,,
Stewart2018,SRR7580004,Colorado (US),6.242299795,Industrialized,,,,
Stewart2018,SRR7580048,Colorado (US),23.78644764,Industrialized,,,,
Stewart2018,SRR7580050,Washington,3.58110883,Industrialized,,,,
Stewart2018,SRR7580069,Finland,13.66735113,Industrialized,,,,
Stewart2018,SRR7580097,Sweden,12.1889117,Industrialized,,,,
Stewart2018,SRR7580104,Sweden,9.100616016,Industrialized,,,,
Stewart2018,SRR7580127,Sweden,34.0698152,Industrialized,,,,
Stewart2018,SRR7580152,Georgia (US),3.613963039,Industrialized,,,,
Stewart2018,SRR7580178,Finland,4.205338809,Industrialized,,,,
Stewart2018,SRR7580181,Finland,24.7063655,Industrialized,,,,
Stewart2018,SRR7580188,Georgia (US),4.501026694,Industrialized,,,,
Stewart2018,SRR7580189,Washington,31.04722793,Industrialized,,,,
Stewart2018,SRR7580191,Sweden,3.54825462,Industrialized,,,,
Stewart2018,SRR7580214,Finland,5.94661191,Industrialized,,,,
Stewart2018,SRR7580233,Finland,7.786447639,Industrialized,,,,
Stewart2018,SRR7580267,Germany,4.993839836,Industrialized,,,,
Stewart2018,SRR7580289,Washington,26.61190965,Industrialized,,,,
Stewart2018,SRR7580368,Georgia (US),22.9650924,Industrialized,,,,
Stewart2018,SRR7580389,Sweden,24.57494867,Industrialized,,,,
Stewart2018,SRR7580397,Sweden,23.09650924,Industrialized,,,,
Stewart2018,SRR7580403,Sweden,7.260780287,Industrialized,,,,
Stewart2018,SRR7580422,Finland,24.18069815,Industrialized,,,,
Stewart2018,SRR7580446,Sweden,17.77412731,Industrialized,,,,
Stewart2018,SRR7580488,Colorado (US),15.01437372,Industrialized,,,,
Stewart2018,SRR7580498,Georgia (US),13.17453799,Industrialized,,,,
Stewart2018,SRR7580514,Colorado (US),22.20944559,Industrialized,,,,
Stewart2018,SRR7580541,Finland,6.636550308,Industrialized,,,,
Stewart2018,SRR7580549,Washington,20.96098563,Industrialized,,,,
Stewart2018,SRR7580553,Colorado (US),10.48049281,Industrialized,,,,
Stewart2018,SRR7580563,Washington,3.055441478,Industrialized,,,,
Stewart2018,SRR7580569,Sweden,13.40451745,Industrialized,,,,
Stewart2018,SRR7580593,Washington,18.23408624,Industrialized,,,,
Stewart2018,SRR7580597,Sweden,12.1889117,Industrialized,,,,
Stewart2018,SRR7580598,Finland,11.95893224,Industrialized,,,,
Stewart2018,SRR7580630,Sweden,22.99794661,Industrialized,,,,
Stewart2018,SRR7580643,Finland,15.50718686,Industrialized,,,,
Stewart2018,SRR7580657,Sweden,14.91581109,Industrialized,,,,
Stewart2018,SRR7580660,Colorado (US),9.954825462,Industrialized,,,,
Stewart2018,SRR7580689,Sweden,19.25256674,Industrialized,,,,
Stewart2018,SRR7580702,Sweden,3.613963039,Industrialized,,,,
Stewart2018,SRR7580709,Finland,11.10472279,Industrialized,,,,
Stewart2018,SRR7580726,Finland,10.21765914,Industrialized,,,,
Stewart2018,SRR7580748,Sweden,11.72895277,Industrialized,,,,
Stewart2018,SRR7580758,Sweden,4.041067762,Industrialized,,,,
Stewart2018,SRR7580775,Sweden,7.457905544,Industrialized,,,,
Stewart2018,SRR7580816,Colorado (US),7.12936345,Industrialized,,,,
Stewart2018,SRR7580819,Germany,14.68583162,Industrialized,,,,
Stewart2018,SRR7580822,Georgia (US),15.37577002,Industrialized,,,,
Stewart2018,SRR7580849,Georgia (US),10.18480493,Industrialized,,,,
Stewart2018,SRR7580855,Colorado (US),21.42094456,Industrialized,,,,
Stewart2018,SRR7580858,Finland,19.90965092,Industrialized,,,,
Stewart2018,SRR7580868,Germany,9.363449692,Industrialized,,,,
Stewart2018,SRR7580897,Finland,9.100616016,Industrialized,,,,
Stewart2018,SRR7580904,Finland,34.20123203,Industrialized,,,,
Stewart2018,SRR7580954,Sweden,9.199178645,Industrialized,,,,
Stewart2018,SRR7580965,Germany,10.02053388,Industrialized,,,,
Stewart2018,SRR7581009,Germany,23.78644764,Industrialized,,,,
Stewart2018,SRR7581020,Sweden,5.059548255,Industrialized,,,,
Stewart2018,SRR7581049,Colorado (US),6.308008214,Industrialized,,,,
Stewart2018,SRR7581075,Colorado (US),23.16221766,Industrialized,,,,
Stewart2018,SRR7581081,Germany,4.041067762,Industrialized,,,,
Stewart2018,SRR7581083,Germany,10.90759754,Industrialized,,,,
Stewart2018,SRR7581085,Germany,10.90759754,Industrialized,,,,
Stewart2018,SRR7581128,Washington,12.12320329,Industrialized,,,,
Stewart2018,SRR7581181,Sweden,3.975359343,Industrialized,,,,
Stewart2018,SRR7581192,Germany,11.86036961,Industrialized,,,,
Stewart2018,SRR7581199,Finland,9.330595483,Industrialized,,,,
Stewart2018,SRR7581226,Finland,9.166324435,Industrialized,,,,
Stewart2018,SRR7581237,Germany,22.89938398,Industrialized,,,,
Stewart2018,SRR7581238,Finland,4.468172485,Industrialized,,,,
Stewart2018,SRR7581247,Colorado (US),12.45174538,Industrialized,,,,
Stewart2018,SRR7581281,Washington,7.12936345,Industrialized,,,,
Stewart2018,SRR7581287,Sweden,8.213552361,Industrialized,,,,
Stewart2018,SRR7581357,Sweden,8.87063655,Industrialized,,,,
Stewart2018,SRR7581359,Finland,11.99178645,Industrialized,,,,
Stewart2018,SRR7581361,Sweden,4.073921971,Industrialized,,,,
Stewart2018,SRR7581364,Finland,3.351129363,Industrialized,,,,
Stewart2018,SRR7581376,Washington,6.932238193,Industrialized,,,,
Stewart2018,SRR7581384,Sweden,3.449691992,Industrialized,,,,
Stewart2018,SRR7581462,Sweden,6.932238193,Industrialized,,,,
Stewart2018,SRR7581488,Germany,5.026694045,Industrialized,,,,
Stewart2018,SRR7581492,Sweden,34.0698152,Industrialized,,,,
Stewart2018,SRR7581538,Sweden,3.975359343,Industrialized,,,,
Stewart2018,SRR7581569,Colorado (US),7.09650924,Industrialized,,,,
Stewart2018,SRR7581595,Germany,4.993839836,Industrialized,,,,
Stewart2018,SRR7581604,Sweden,11.72895277,Industrialized,,,,
Stewart2018,SRR7581609,Sweden,10.02053388,Industrialized,,,,
Stewart2018,SRR7581634,Sweden,19.28542094,Industrialized,,,,
Stewart2018,SRR7581666,Colorado (US),31.37577002,Industrialized,,,,
Stewart2018,SRR7581674,Sweden,32.03285421,Industrialized,,,,
Stewart2018,SRR7581693,Finland,9.363449692,Industrialized,,,,
Stewart2018,SRR7581694,Finland,8.90349076,Industrialized,,,,
Stewart2018,SRR7581699,Finland,9.626283368,Industrialized,,,,
Stewart2018,SRR7581708,Washington,5.32238193,Industrialized,,,,
Stewart2018,SRR7581709,Finland,10.87474333,Industrialized,,,,
Stewart2018,SRR7581717,Colorado (US),8.082135524,Industrialized,,,,
Stewart2018,SRR7581739,Finland,32.82135524,Industrialized,,,,
Stewart2018,SRR7581743,Finland,6.603696099,Industrialized,,,,
Stewart2018,SRR7581805,Finland,13.53593429,Industrialized,,,,
Stewart2018,SRR7581819,Sweden,20.36960986,Industrialized,,,,
Stewart2018,SRR7581820,Sweden,11.99178645,Industrialized,,,,
Stewart2018,SRR7581830,Finland,31.44147844,Industrialized,,,,
Stewart2018,SRR7581872,Sweden,32.22997947,Industrialized,,,,
Stewart2018,SRR7581930,Finland,10.31622177,Industrialized,,,,
Stewart2018,SRR7581935,Georgia (US),7.885010267,Industrialized,,,,
Stewart2018,SRR7581944,Sweden,28.55030801,Industrialized,,,,
Stewart2018,SRR7581947,Finland,9.166324435,Industrialized,,,,
Stewart2018,SRR7581950,Sweden,24.0164271,Industrialized,,,,
Stewart2018,SRR7581952,Finland,6.143737166,Industrialized,,,,
Stewart2018,SRR7581966,Sweden,6.012320329,Industrialized,,,,
Stewart2018,SRR7581978,Finland,28.05749487,Industrialized,,,,
Stewart2018,SRR7582020,Finland,9.232032854,Industrialized,,,,
Stewart2018,SRR7582028,Sweden,18.39835729,Industrialized,,,,
Stewart2018,SRR7582036,Colorado (US),9.133470226,Industrialized,,,,
Stewart2018,SRR7582046,Colorado (US),4.13963039,Industrialized,,,,
Stewart2018,SRR7582059,Finland,4.238193018,Industrialized,,,,
Stewart2018,SRR7582068,Sweden,9.002053388,Industrialized,,,,
Stewart2018,SRR7582082,Sweden,3.712525667,Industrialized,,,,
Stewart2018,SRR7582085,Finland,14.68583162,Industrialized,,,,
Stewart2018,SRR7582087,Colorado (US),14.02874743,Industrialized,,,,
Stewart2018,SRR7582122,Washington,6.308008214,Industrialized,,,,
Stewart2018,SRR7582124,Sweden,15.11293634,Industrialized,,,,
Stewart2018,SRR7582164,Sweden,33.41273101,Industrialized,,,,
Stewart2018,SRR7582180,Sweden,9.034907598,Industrialized,,,,
Stewart2018,SRR7582184,Colorado (US),7.392197125,Industrialized,,,,
Stewart2018,SRR7582200,Finland,4.13963039,Industrialized,,,,
Stewart2018,SRR7582220,Sweden,20.00821355,Industrialized,,,,
Stewart2018,SRR7582221,Sweden,4.533880903,Industrialized,,,,
Stewart2018,SRR7582274,Colorado (US),27.99178645,Industrialized,,,,
Stewart2018,SRR7582277,Sweden,8.706365503,Industrialized,,,,
Stewart2018,SRR7582278,Germany,34.20123203,Industrialized,,,,
Stewart2018,SRR7582299,Finland,19.08829569,Industrialized,,,,
Stewart2018,SRR7582311,Sweden,14.09445585,Industrialized,,,,
Stewart2018,SRR7582322,Colorado (US),34.4312115,Industrialized,,,,
Stewart2018,SRR7582333,Georgia (US),9.921971253,Industrialized,,,,
Stewart2018,SRR7582343,Colorado (US),10.11909651,Industrialized,,,,
Stewart2018,SRR7582355,Finland,22.07802875,Industrialized,,,,
Stewart2018,SRR7582378,Sweden,10.97330595,Industrialized,,,,
Stewart2018,SRR7582401,Finland,6.53798768,Industrialized,,,,
Stewart2018,SRR7582411,Colorado (US),22.47227926,Industrialized,,,,
Stewart2018,SRR7582457,Finland,12.71457906,Industrialized,,,,
Stewart2018,SRR7582467,Sweden,3.843942505,Industrialized,,,,
Stewart2018,SRR7582468,Sweden,10.0862423,Industrialized,,,,
Stewart2018,SRR7582479,Germany,10.18480493,Industrialized,,,,
Stewart2018,SRR7582490,Washington,31.80287474,Industrialized,,,,
Stewart2018,SRR7582491,Finland,20.23819302,Industrialized,,,,
Stewart2018,SRR7582492,Sweden,14.68583162,Industrialized,,,,
Stewart2018,SRR7582510,Sweden,10.71047228,Industrialized,,,,
Stewart2018,SRR7582538,Sweden,3.909650924,Industrialized,,,,
Stewart2018,SRR7582543,Colorado (US),26.94045175,Industrialized,,,,
Stewart2018,SRR7582568,Finland,6.078028747,Industrialized,,,,
Stewart2018,SRR7582583,Colorado (US),10.15195072,Industrialized,,,,
Stewart2018,SRR7582603,Finland,5.650924025,Industrialized,,,,
Stewart2018,SRR7582605,Georgia (US),27.36755647,Industrialized,,,,
Stewart2018,SRR7582611,Washington,28.28747433,Industrialized,,,,
Stewart2018,SRR7582631,Colorado (US),25.46201232,Industrialized,,,,
Stewart2018,SRR7582643,Sweden,16.22997947,Industrialized,,,,
Stewart2018,SRR7582653,Sweden,15.3100616,Industrialized,,,,
Stewart2018,SRR7582682,Sweden,15.3100616,Industrialized,,,,
Stewart2018,SRR7582686,Finland,14.06160164,Industrialized,,,,
Stewart2018,SRR7582702,Finland,10.94045175,Industrialized,,,,
Stewart2018,SRR7582703,Colorado (US),18.36550308,Industrialized,,,,
Stewart2018,SRR7582743,Germany,10.34907598,Industrialized,,,,
Stewart2018,SRR7582748,Georgia (US),8.443531828,Industrialized,,,,
Stewart2018,SRR7582757,Colorado (US),17.7412731,Industrialized,,,,
Stewart2018,SRR7582791,Sweden,11.00616016,Industrialized,,,,
Stewart2018,SRR7582795,Colorado (US),3.876796715,Industrialized,,,,
Stewart2018,SRR7582821,Finland,2.858316222,Industrialized,,,,
Stewart2018,SRR7582824,Finland,3.318275154,Industrialized,,,,
Stewart2018,SRR7582847,Sweden,18.36550308,Industrialized,,,,
Stewart2018,SRR7582882,Finland,10.02053388,Industrialized,,,,
Stewart2018,SRR7582914,Finland,3.515400411,Industrialized,,,,
Stewart2018,SRR7582916,Finland,10.18480493,Industrialized,,,,
Stewart2018,SRR7582931,Sweden,11.00616016,Industrialized,,,,
Stewart2018,SRR7582942,Sweden,10.61190965,Industrialized,,,,
Stewart2018,SRR7582953,Colorado (US),17.83983573,Industrialized,,,,
Stewart2018,SRR7582956,Washington,12.28747433,Industrialized,,,,
Stewart2018,SRR7582959,Colorado (US),3.975359343,Industrialized,,,,
Stewart2018,SRR7583005,Georgia (US),30.06160164,Industrialized,,,,
Stewart2018,SRR7583071,Colorado (US),13.70020534,Industrialized,,,,
Stewart2018,SRR7583080,Finland,2.98973306,Industrialized,,,,
Stewart2018,SRR7583103,Colorado (US),4.993839836,Industrialized,,,,
Stewart2018,SRR7583122,Sweden,7.983572895,Industrialized,,,,
Stewart2018,SRR7583130,Sweden,11.17043121,Industrialized,,,,
Stewart2018,SRR7583146,Finland,6.997946612,Industrialized,,,,
Stewart2018,SRR7583168,Finland,3.975359343,Industrialized,,,,
Stewart2018,SRR7583175,Washington,3.778234086,Industrialized,,,,
Stewart2018,SRR7583188,Washington,3.909650924,Industrialized,,,,
Stewart2018,SRR7583206,Finland,5.026694045,Industrialized,,,,
Stewart2018,SRR7583236,Sweden,14.09445585,Industrialized,,,,
Stewart2018,SRR7583244,Sweden,13.10882957,Industrialized,,,,
Stewart2018,SRR7583299,Finland,17.90554415,Industrialized,,,,
Stewart2018,SRR7583300,Finland,3.515400411,Industrialized,,,,
Stewart2018,SRR7583313,Sweden,12.81314168,Industrialized,,,,
Stewart2018,SRR7583314,Sweden,5.683778234,Industrialized,,,,
Stewart2018,SRR7583337,Finland,14.02874743,Industrialized,,,,
Stewart2018,SRR7583343,Finland,25.75770021,Industrialized,,,,
Stewart2018,SRR7583348,Finland,12.61601643,Industrialized,,,,
Stewart2018,SRR7583406,Sweden,15.01437372,Industrialized,,,,
Stewart2018,SRR7583461,Washington,12.32032854,Industrialized,,,,
Stewart2018,SRR7583520,Sweden,5.026694045,Industrialized,,,,
Stewart2018,SRR7583537,Finland,6.767967146,Industrialized,,,,
Stewart2018,SRR7583543,Finland,20.63244353,Industrialized,,,,
Stewart2018,SRR7583545,Finland,8.936344969,Industrialized,,,,
Stewart2018,SRR7583606,Georgia (US),24.44353183,Industrialized,,,,
Stewart2018,SRR7583628,Germany,9.46201232,Industrialized,,,,
Stewart2018,SRR7583641,Sweden,27.92607803,Industrialized,,,,
Stewart2018,SRR7583648,Finland,12.15605749,Industrialized,,,,
Stewart2018,SRR7583664,Sweden,7.227926078,Industrialized,,,,
Stewart2018,SRR7583676,Germany,4.533880903,Industrialized,,,,
Stewart2018,SRR7583683,Sweden,7.983572895,Industrialized,,,,
Stewart2018,SRR7583687,Sweden,4.960985626,Industrialized,,,,
Stewart2018,SRR7583723,Finland,14.42299795,Industrialized,,,,
Stewart2018,SRR7583730,Finland,10.57905544,Industrialized,,,,
Stewart2018,SRR7583748,Colorado (US),35.21971253,Industrialized,,,,
Stewart2018,SRR7583780,Finland,28.25462012,Industrialized,,,,
Stewart2018,SRR7583793,Finland,8.049281314,Industrialized,,,,
Stewart2018,SRR7583798,Colorado (US),8.082135524,Industrialized,,,,
Stewart2018,SRR7583799,Finland,10.87474333,Industrialized,,,,
Stewart2018,SRR7583811,Sweden,12.09034908,Industrialized,,,,
Stewart2018,SRR7583854,Georgia (US),6.078028747,Industrialized,,,,
Sprockett2020,108.BF166A,Bolivia (Tsimane),16.9,Non-industrialized,,,,
Sprockett2020,95.BF159A,Bolivia (Tsimane),8.3,Non-industrialized,,,,
Sprockett2020,82.BF165A,Bolivia (Tsimane),14.8,Non-industrialized,,,,
Sprockett2020,12.BF43A,Bolivia (Tsimane),8.3,Non-industrialized,,,,
Sprockett2020,73.BF73A,Bolivia (Tsimane),1.5,Non-industrialized,,,,
Sprockett2020,70.BF102A,Bolivia (Tsimane),1.4,Non-industrialized,,,,
Sprockett2020,66.BF100A,Bolivia (Tsimane),10.3,Non-industrialized,,,,
Sprockett2020,63.BF49A,Bolivia (Tsimane),0.7,Non-industrialized,,,,
Sprockett2020,60.BF101A,Bolivia (Tsimane),8.3,Non-industrialized,,,,
Sprockett2020,56.BF105A,Bolivia (Tsimane),3,Non-industrialized,,,,
Sprockett2020,51.BF99A,Bolivia (Tsimane),5.3,Non-industrialized,,,,
Sprockett2020,44.BF103A,Bolivia (Tsimane),11.7,Non-industrialized,,,,
Sprockett2020,39.BF104A,Bolivia (Tsimane),0.9,Non-industrialized,,,,
Sprockett2020,35.BF76A,Bolivia (Tsimane),3.8,Non-industrialized,,,,
Sprockett2020,28.BF155A,Bolivia (Tsimane),8.1,Non-industrialized,,,,
Sprockett2020,6.BF156A,Bolivia (Tsimane),10.7,Non-industrialized,,,,
Sprockett2020,19.BF157A,Bolivia (Tsimane),16.7,Non-industrialized,,,,
Sprockett2020,141.BF160A,Bolivia (Tsimane),9,Non-industrialized,,,,
Sprockett2020,128.BF164A,Bolivia (Tsimane),5.3,Non-industrialized,,,,
